Text,Category
"The European Union's top leaders, among them German Chancellor Gerhard Schroeder and European Commission President Manuel Barosso, will be here too. Mr Blair will formally open the proceedings, although his speech will be pre-empted by French President Jacques Chirac, who announced his attendance at the last minute and secured a slot for a ""special message"" two hours before Mr Blair speaks. The organisers also hope that the new Palestinian leader, Mahmoud Abbas, will use the opportunity for talks with at least one of the three Israeli deputy prime ministers coming to the event, a list that includes Shimon Peres. Davos fans still hark back to 1994, when talks between Yassir Arafat and Mr Peres came close to a peace deal. Mr Blair's appearance will be keenly watched too, as political observers in the UK claim it is a calculated snub against political rival Chancellor Gordon Brown, who was supposed to lead the UK government delegation.",business
"Our basic policy, of course, is to let open, competitive markets set the values, he explained. ""Markets are driven by fundamentals and towards fundamentals."" US officials have also said that other economies need to grow, so the US is not the main global growth engine. Economists say that the fundamentals, or key indicators, of the US economy are looking far from rosy. Domestic consumer demand is cooling, and heavy spending by President Bush has pushed the budget deficit to a record $427bn (Â£230bn). The current account deficit, meanwhile, hit a record $166bn in the second quarter of 2004. For many analysts, a weaker dollar is here to stay. ""No end is in sight,"" said Carsten Fritsch, a strategist at Commerzbank . ""It is only a matter of time until the euro reaches $1.30."" Some analysts maintain the US is secretly happy with a lower dollar which helps makes its exports cheaper in Europe, thus boosting its economy.",business
"Pernod's last major purchase was a third of US giant Seagram in 2000, the move which propelled it into the global top three of drinks firms. The other two-thirds of Seagram was bought by market leader Diageo. In terms of market value, Pernod - at 7.5bn euros ($9.7bn) - is about 9% smaller than Allied Domecq, which has a capitalisation of Â£5.7bn ($10.7bn; 8.2bn euros). Last year Pernod tried to buy Glenmorangie, one of Scotland's premier whisky firms, but lost out to luxury goods firm LVMH. Pernod is home to brands including Chivas Regal Scotch whisky, Havana Club rum and Jacob's Creek wine. Allied Domecq's big names include Malibu rum, Courvoisier brandy, Stolichnaya vodka and Ballantine's whisky - as well as snack food chains such as Dunkin' Donuts and Baskin-Robbins ice cream. The WSJ said that the two were ripe for consolidation, having each dealt with problematic parts of their portfolio. Pernod has reduced the debt it took on to fund the Seagram purchase to just 1.8bn euros, while Allied has improved the performance of its fast-food chains.",business
"With this agreement the EU and US have confirmed their willingness to resolve the dispute which has arisen between them, Mr Mandelson said. ""I hope our negotiations in the next three months will lead to an agreement ending subsidies to development and production of large civil aircraft."" Last year, the US terminated an agreement with the EU, reached in 1992, which limits the subsidies countries can hand over to civil aircraft makers. The US filed a complaint against Brussels with the WTO over state aid to Airbus, prompting a retaliatory EU complaint over US support for Boeing. However, both sides agreed to suspend their requests for WTO arbitration at the beginning of December, to allow bilateral talks to continue. EADS and BAE Systems, the European defence and aerospace firms which own Airbus, welcomed Mr Mandelson's announcement. ""It has always been preferable that any differences between the US and Europe on this matter be overcome through constructive discussion rather than through legal recourse,"" the companies said in a joint statement.",business
"The high-profile case began after two Santander shareholders filed a criminal complaint about the payments to Jose Maria Amusategui and Angel Corcostegui, who stepped down in 2001. Both executives helped Mr Botin orchestrate Spain's biggest bank merger, between Santander and Banco Central Hispano, in 1999. As he arrived at Spain's High Court earlier on Wednesday, Mr Botin greeted the waiting media, saying: ""I have full faith in justice."" Santander's board of governors strongly reject the charges against their chairman, saying the payouts were legal and made with their unanimous support. But if convicted, Mr Botin could face a prison term of up to six years. Mr Corcostegui, a former CEO at Santander, also asked the court for new evidence to be admitted. In spite of the allegations against him, Mr Botin continues to lead Santander, and was instrumental in the Â£8.5bn takeover last November of the British bank Abbey National. Since taking over the chairmanship in 1986, he has turned Santander into one of the top ten biggest banks in the world.",business
"The apparent discrepancy between rising unemployment and record numbers in work can be explained by an increase in the working population and a fall in those who are economically inactive. While the UK's jobless rate rose to 4.7% from 4.6% in the previous quarter, the rate still remains one of the lowest in the world, compared with 12.1% in Germany, 10.4% in Spain and 9.7% in France. But, despite more people being in work, the manufacturing sector continued to suffer, with 104,000 workers axed during the last quarter of 2004 - pushing employment in the sector to a record low of 3.24 million by the end of last year. The figures prompted some analysts to forecast that the Bank of England will almost certainly raise rates this year. Marc Ostwald, a strategist at Monument Securities told Reuters that while no immediate market impact could be expected, ""it is enough to underline that they (the BoE) will be more hawkish on rates"".",business
"In the year 2050, if the birth rate remains the same people over 60 will make up over 30% of the population, explains Shigeo Morioka of the International Longevity Centre in Tokyo. So how will Japan's finances stay on track? After a decade of economic stagnation and huge deficit spending, the public sector debt is already about 140% of the country's gross domestic product (GDP), the highest rate among industrialised countries. The International Monetary Fund predicts that as the falling birth rate takes grip from 2010, the cost of running Japan's welfare state will double to more than 5% of GDP, while current account balances will deteriorate by over 2%. But unfortunately, Japan appears poorly prepared both financially and politically. Glen Wood, Vice President of Deutsche Securities Japan, asks; ""Who's going to fund the pension fund for the next generation and indeed who are going to be the new Japanese worker? ""Who is going to build the economy, who are going to be the leaders? Who are going to be the producers of the GDP going forward?"" One option is further welfare reform. Another is immigration, possibly from the Philippines and Indonesia. But so far, any emerging policy appears restricted to a limited number of nursing staff.",business
"The country has a population of more than a billion people and many observers feel that it is underserved by airlines. Recently however, the booming economy has boosted personal spending power and helped swell the middle classes and the corporate sector. India's government has given its backing to cheaper and more accessible air travel. ""The days of flying being a symbol of only maharajas or the rich are over,"" the minister for civil aviation Praful Patel said earlier. Infrastructure is being built to handle the expected increase in demand and on Tuesday, Agence France Presse reported that a group led by Germany's Siemens won the contract to build a private airport near Bangalore. India's airports authority and the state government will own 13% each of the finished transport hub. For its part, Air Deccan, set up by army officer and silk farmer Gorur Gopinath, plans to increase its fleet to 60 aircraft within five years. To help finance the expansion the company may sell a 25% stake to an investor for about $50m. When it was set up the firm offered tickets that were 50% cheaper than other Indian airlines. It said it was basing its business model on European firms such as Ireland's Ryanair.",business
"Some of the projects may be allowed to start work again with the proper permits, but others would be cancelled, he said. Altogether, the agency ordered 30 projects halted. Other projects included a petrochemicals plant and a port in Fujian. The bulk of the list was made up of new power plants, with some extensions to existing ones. The stoppages would appear to be another step in the central government's battle to control projects licensed by local officials. However, previous crackdowns have tended to focus on projects for which the government argued there was overcapacity, such as steel and cement. The government has encouraged construction of new electricity generating capacity to solve chronic energy shortages which forced many factories onto part-time working last year. In 2004, China increased its generating capacity by 12.6%, or 440,700 megawatts (MW). The biggest single project to be halted was the Xiluodi Dam project, designed to produce 12,600 MW of electricity. It is being built on the Jinshajiang - or 'river of golden sand' as the upper reaches of the Yangtze are known. Second and third on the agency's list were two power stations being built at the $22bn Three Gorges Dam project on the central Yangtze - an underground 4,200 MW power plant and a 100 MW plant.",business
"Iraq's infrastructure is on the mend, with notable improvements having been made in areas such as electricity supply, irrigation, telephone networks and the re-opening of hospitals. But serious problems remain and the growing divide between haves and have-nots is angering voters. One Iraqi woman told Ms Alexander about her frustration as she watched TV adverts for private hospitals soon after having failed to track down basic medicines from Baghdad's pharmacies. Observes Mr Hadi: ""The economy at present marks a big divide; the rich get richer, the poor get poorer."" An indication of this can be seen in the world of finance where, in contrast with the daily plight of ordinary people, 19 private banks operate, only one of which is run in accordance with Islamic banking principles. Hopes are high for the future of finance, so foreign banks have been buying into the sector. National Bank of Kuwait has bought a majority stake in Credit Bank of Iraq, the Jordanian investment bank Export & Finance Bank has bought 49% of National Bank of Iraq.",business
"Previous incumbent David Klein, who often argued with the Finance Ministry, steps down on 16 January. Mr Fischer will face a delicate balancing act - both in political and economic terms - between Mr Sharon and finance minister Binyamin Netanyahu, who also backed his nomination. But his appointment has also raised hopes that it could bring in fresh investment - and perhaps even an improvement in the country's credit rating Mr Fischer first went to Israel for six months in 1973, and almost emigrated there before deciding finally to return to the US. While teaching at the Massachussetts Institute of Technology he spent a month seconded to the Bank of Israel in 1979, beginning a long-time involvement in studying Israel's economy. In 1983 Mr Fischer became adviser on Israel's economy to then-US secretary of state George Shultz. At the World Bank in 1985, he participated in drawing up an economic stabilisation package for Israel.",business
"Correspondents say 6,000 job losses had been expected - and some suggest more cuts may be announced in future. They say Mr Ellison may be trying to placate Peoplesoft customers riled by Oracle's determined takeover strategy. Hours before Friday's announcement, there was a funereal air at Peoplesoft's headquarters, reported AP news agency. A Peoplesoft sign had been turned into shrine to the company, with flowers, candles and company memorabilia. ""We're mourning the passing of a great company,"" the agency quoted Peoplesoft worker David Ogden as saying. Other employees said they would rather be sacked than work for Oracle. ""The new company is going to be totally different,"" said Anil Aggarwal, Peoplesoft's director of database markets. ""Peoplesoft had an easygoing, relaxed atmosphere. Oracle has an edgy, aggressive atmosphere that's not conducive to innovative production."" On the news, Oracle shares rose 15 cents - 1.1% - on Nasdaq. In after-hours trading the shares did not move.",business
"Policy makers in Europe have called the dollar's slide ""brutal"" and have blamed the strength of the euro for dampening economic growth. However, it is unclear whether ministers would issue a declaration aimed at curbing the euro's rise at a monthly meeting of Eurozone ministers late on Monday. Higher growth in Europe is regarded by US officials as a way the huge US current account deficit - that has been weighing on the dollar - could be reduced. Mr Snow who is currently in Dublin at the start of a four-nation EU visit, has applauded Ireland's introduction of lower taxes and deregulation which have helped boost growth. ""The eurozone is growing below its potential. When a major part of the global economy is below potential there are negative consequences... for the citizens of those economies... and for their trading partners,"" he said. Mr Snow's comments may have helped shore up the dollar on Monday, but he was careful to qualify his statement.",business
"Germany's economy grew 1.6% last year after shrinking in 2003. However, the economy contracted by 0.2% during the last three months of 2004, mainly due to the reluctance of consumers to spend. Latest indications are that growth is still proving elusive and Ifo president Hans-Werner Sinn said any improvement in German domestic demand was sluggish. Exports had kept things going during the first half of 2004, but demand for exports was then hit as the value of the euro hit record levels making German products less competitive overseas. On top of that, the unemployment rate has been stuck at close to 10% and manufacturing firms, including DaimlerChrysler, Siemens and Volkswagen, have been negotiating with unions over cost cutting measures. Analysts said that the Ifo figures and Germany's continuing problems may delay an interest rate rise by the European Central Bank. Eurozone interest rates are at 2%, but comments from senior officials have recently focused on the threat of inflation, prompting fears that interest rates may rise.",business
"Cash-strapped US companies, including those in the airline, car-making and steel industries, had argued in favour of the 2004 rule change, claiming that funding the insurance premiums adequately would force them to have to cut jobs. ""With a little firmer hand on the pensions issues in the US, I think that Congress could avoid having to turn to the taxpayer and instead turn the obligations back onto the companies that deserve to pay them,"" said Professor Dennis Logue, dean of Price College of Business at the University of Oklahoma. The PBGC was founded in 1974 to protect workers' retirement rights. Its most recent action came last week when it took control of the pilots' pension scheme at United Airlines. With United battling bankruptcy, the carrier had wanted to use the money set aside for pensions to finance running costs. The company has an estimated $2.9bn hole in its pilots' pension scheme, which the PBGC will now guarantee.",business
"Over 85% of the bids were at the higher end of the price range of 1,050-1,125 rupees ($24-$26). Jet Airways, a low-fare airline, was founded by London-based ex-travel agent Naresh Goya, and controls 45% of the Indian domestic airline market. It sold 20% of its equity or 17.2 million shares in a bid to raise up to $443m (Â£230.8m). The price at which its shares will begin trading will be agreed over the weekend, bankers said. ""The demand for the IPO was impressive. We believe that over the next two years, the domestic aviation sector promises strong growth, even though fuel prices could be high,"" said Hiten Mehta, manager of merchant banking firm, Fortune Financial Services. India began to open up its domestic airline market - previously dominated by state-run carrier Indian Airlines - in the 1990s. Jet began flying in 1993 and now has competitors including Air Deccan and Air Sahara. Budget carriers Kingfisher Airlines and SpiceJet are planning to launch operations in May this year. Jet has 42 aircraft and runs 271 scheduled flights daily within India. It recently won government permission to fly to London, Singapore and Kuala Lumpur.",business
"Virgin Blue said profits after tax for the year to March would be between 10% to 15% lower than the previous year. ""Sluggish demand reported previously for November and now December 2004 continues,"" said Virgin Blue chief executive Brett Godfrey. Virgin Blue, which is 25% owned by Richard Branson, has been struggling to fend off pressure from rival Jetstar. It cut its full year passenger number forecast by ""approximately 2.5%"". Virgin Blue reported a 22% fall in first quarter profits in August 2004 due to tough competition. In November, first half profits were down due to slack demand and rising fuel costs. Virgin Blue was launched four years ago and now has roughly one third of Australia's domestic airline market. But the national carrier, Qantas, has fought back with its own budget airline, Jetstar, which took to the skies in May 2004. Sydney-listed Virgin Blue's shares recovered slightly to close 12% down on Wednesday. Shares in its major shareholder, Patrick Corporation - which owns 46% of Virgin Blue - had dropped 31% by the close.",business
"The State Tobacco Monopoly Administration said a week later that it had not approved the deal, leading to an embarrassing public row. Bat told the BBC at that time that it had not negotiated with the STMC, and secured approval from ""the highest levels of government"". Since then, the row has flared occasionally, most recently at a forum in November. Bat consistently declines to comment. ""Xing's statement comes as especially bad news for British American Tobacco"", the China Daily newspaper said of the latest development. The Bat spokeswoman said: ""There is nothing for us to add...since our announcement in July last year. The central government of China is the authority that approved our strategic investment."" The decision to ban further tobacco factories does not apply to deals made before 2005, according to the French news agency AFP. The joint venture factory was expected to take till 2006 to build. The Bat spokeswoman would not comment on its progress. However, if the STMA continues to take a tough stance, expansion opportunities could be limited.",business
"Indeed it is. Malcolm Glazer was little-known in the UK until he started to build up his stake in Manchester United in late 2003. In February 2004 he said he was ""considering"" whether to bid for the club. No bid emerged, but Mr Glazer continued to increase his holding in the club. In October 2004, Manchester United said they had received a ""preliminary approach"", which turned out to have come from Mr Glazer. However, the board rejected the move because of the amount of debt it would involve. At the club's annual general meeting in November, Mr Glazer took revenge by using his hefty stake in the club to oust three directors from the board. Legal adviser Maurice Watkins, commercial director Andy Anson and non-executive director Philip Yea were voted out, against the wishes of chief executive David Gill. But the move led to bankers JP Morgan and public relations firm Brunswick withdrawing from the Glazer bid team.",business
"Berlin welcomed the decision, with finance minister Hans Eichel saying it showed that the EC recognised Germany's fiscal policy was ""on the right track even amid very difficult economic conditions"". However Paris was more subdued, with finance minister Herve Gaymard telling parliament: ""We must continue along this path of saving money."" However, the move still had its critics, with the European People's Party (EPP) attacking the EC for backing down from punitive action. ""The Commission is buckling under the pressure from Germany and France, "" EPP spokesman Alexander Radwan said. ""The scary fact is that budget sinners, despite having repeatedly exceeded the 3% deficit limit, do not have to fear any sanctions."" Despite the commission delivering its decision on the two biggest eurozone economies, it refused to comment on similar action against Greece which has also broken the 3% deficit ceiling. Monetary Affairs Commissioner Joaquin Almunia said that it was a matter for next week.",business
"He added that the opening bid for the firm's Yuganskneftgas unit was $8bn - less than half of the $20bn that Yukos advisers say it is worth. ""We believe the only significant bidder at the auction on Sunday is Gazprom,"" he said, referring to Russia's natural gas giant. Yukos maintains that the forced auction is illegal and ""will cause the company to suffer immediate and irreparable harm."" Many commentators believe the Russian government's aggressive pursuit of Yukos is a politically-motivated response to the political ambitions of its former chief executive, Mikhail Khodorkovsky. Mr Khodorkovsky, who had funded liberal opposition groups, was arrested in October last year on fraud and tax evasion charges and is still in jail Analysts believe that if its production unit is auctioned off, it is likely to be bought up by a government-backed firm, like Gazprom, effectively bringing a large chunk of Russia's lucrative oil and gas industry back under state control.",business
"Indonesia, which originally accepted the debt moratorium offer, owes the Paris Club about $48bn (Â£25.5bn). Mr Bakrie told the Bisnis Indonesia newspaper that a $1.7bn donors' aid package meant that the debt moratorium was unnecessary. This aid comes on top of a previously-pledged $3.4bn package. Most of this 'normal aid' would be used to finance the country's budget deficit. The Indonesian Economics Minister explained that the money - $1.2bn in grants and $500m in soft loans - was for the rebuilding of Aceh province, which was badly hit by the tsunami of 26 December. Nevertheless, one of Mr Bakrie's deputies, Mahendra Siregar, told AFP news agency that Indonesia was still considering the offer by the Paris Club of rich creditor nations to temporarily suspend its debt payments. ""What is true is that we are still discussing... the Paris Club decision to find out more details such as how much of our debt will be subject to a moratorium. That's how far we are at this stage,"" said Mr Siregar.",business
"I would not exclude that the structure of the deal has slightly changed and Gazprom now has a partner. I would also not exclude that Baikal will decline to pay in 14 days, that are given by law, and Gazprom is then recognised as the winner. This would give Gazprom an extra 14 days to accumulate the needed funds. ""Another surprise was that the winner paid a significant premium above the starting price."" However, Gazprom has announced it is not linked to Baikal in any way. And Paul Collison, chief analyst at Brunswick UBS, said: ""I see no plausible explanation for the theory that Baikal was representing competing interests. ""Yugansk will most likely end up with Gazprom but could still end up with the government. There is still potential for surprises."" Yugansk is at the heart of Yukos - pumping close to a million barrels of oil a day. The unit was seized by the government which claims the oil giant owes more than $27bn in taxes and fines. Yukos says those tax demands are exorbitant, and had sought refuge in US courts.",business
"The news triggered the share price weakness. ""It sparked worries that steel makers might not be able to increase product prices further [ to cover rising ore costs]"" explained Kazuhiro Takahashi of Daiwa Securities SMBC. In Europe, Arcelor shed 2.1% to 17.58 euros in Paris, with ThyssenKrupp dropping 1.7% to 16.87 euros. In London, Corus fell 2.2% to 55.57 pence. Japan's biggest steel company Nippon Steel lost 2.5% to 270 yen, with closest rival JFE Holdings down 3.4%. China's Baoshan, the country's largest steel producer, said that the uncertainty surrounding the industry has prompted it to pull its planned share sale. The firm had been expected to offer 22.5bn yuan ($2.7bn) worth of shares to investors. No date has been given for when the 5 billion shares will come to the market. Baoshan stock climbed on news of the delay and its decision to increase the price of its steel by 10%.",business
"Mr Glazer, who owns the Tampa Bay Buccaneers team, hopes this will lead to a formal bid being accepted. He is believed to have increased the amount of equity in the new proposal, though it is not clear by how much. For his proposal to succeed, he needs the support of United's largest shareholders, the Irish horseracing tycoons JP McManus and John Magnier. They own 29% of United through their Cubic Expression investment vehicle. Mr Glazer and his family hold a stake of 28.1%. But it is not yet known whether Mr McManus and Mr Magnier would support a Glazer bid. NM Rothschild, the investment bank, is advising Mr Glazer, according to the Financial Times. His previous adviser, JPMorgan, quit last year when Mr Glazer went ahead and voted against the appointment of three United directors to the board, against its advice. But the FT said it thought JP Morgan may still have had some role in financing Mr Glazer's latest financial proposal.",business
"However, analysts were disappointed that Yugansk would not be included in the deal. ""Yugansk is a heavy cashflow generator and would have been a much better asset for Gazprom,"" Renaissance Capital energy analyst Adam Landes told Reuters news agency. But he said the latest development was simply an interim step to allow foreigners to trade in Gazprom. ""Ultimately and industrially, Gazprom needs Yugansk,"" he added. Analysts said the deal would give Gazprom control of 8% of Russia's total oil production, an improvement on its current 2.5%, but still far less than the 20% share it would have gained had it also taken over Yugansk. However, the merged group will still remain outside Russia's top five oil producers - led by Lukoil with 11% of the market , followed by TNK-BP which is half owned by BP, and Surgutneftegaz. Instead, the merged Gazprom-Rosneft group will rank alongside Sibneft with 7% of the market. Yugansk was sold to a little-known shell company in a disputed auction in December, following what many thought was a politically-motivated attack on Yukos. The shell company was then snapped up by Rosneft. Yukos unsuccessfully sought to halt the auction by applying for bankruptcy through the US courts. The unit was auctioned by Russian authorities to help pay off a $27.5bn back-tax bill.",business
"A group of five MPs are calling on the Department of Trade and Industry to block any takeover of the club by the US football magnate on public interest grounds. They have signed a House of Commons motion, and Tony Lloyd, the Manchester Central MP, whose constituency includes the club's Old Trafford ground, has pledged to take the matter ""to Tony Blair if necessary"". The Commons motion says ""any takeover designed to transform the club into a private company would be against the interests of those supporters and football"". However, the DTI has dismissed the proposal. A spokesman said the department did not believe there was a case for changing the Enterprise Act so that takeovers of football clubs could be looked at on non-competition grounds. Mr Glazer's offer values the club at Â£800m ($1.5bn). Pitched at 300p per share, it also relies less on debt to finance it than an earlier approach from the US tycoon, which was rejected out of hand. Manchester United shares closed at 270.25p on Friday, down 3.75p on the day.",business
"Analysts, however, pointed to the dollar's inability recently to extend that rally despite positive economic and corporate data, and highlighted the fact that many of the US's economic problems had not disappeared. The focus once again has been on the country's massive trade and budget deficits, with predictions of more dollar weakness to come. ""The comments from Korea came at a time when sentiment towards the dollar was already softening,"" said Ian Gunner, a trader at Mellon Financial. On Tuesday, traders in Asia said that both South Korea and Taiwan had withdrawn their bids to buy dollars at the start of the session. Mansoor Mohi-Uddin, chief currency strategist at UBS, said that there was a sentiment in the market that ""central banks from Asia and the Middle East are buying euros"". A report last month already showed that the dollar was losing its allure as a currency that offered rock-steady returns and stability. Compiled by Central Banking Publications and sponsored by the UK's Royal Bank of Scotland, the survey found 39 nations out of 65 questioned were increasing their euro holdings, with 29 cutting back on the US dollar.",business
"The outline proposes reductions in budgets at 12 out of 23 government agencies including cuts of 9.6% at Agriculture and 5.6% at the Environmental Protection Agency. The spending plan for the year beginning 1 October is banking on a healthy US economy to boost government income by 6.1% to $2.18 trillion. Spending is forecast to grow by 3.5% to $2.57 trillion. But the budget is still the tightest yet under Mr Bush's presidency. ""In order to sustain our economic expansion, we must continue pro-growth policies and enforce even greater spending restraint across federal government,"" Mr Bush said in his budget message to Congress. Mr Bush has promised to halve the US's massive budget deficit within five years. The deficit, partly the result of massive tax cuts early in Mr Bush's presidency, has been a key factor in pushing the US dollar lower. The independent Congressional Budget Office estimates that the shortfall could shrink to little more than $200bn by 2009, returning to the surpluses seen in the late 1990s by 2012. But its estimates depend on the tax cuts not being made permanent, in line with the promise when they were passed that they would ""sunset"", or disappear, in 2010. Most Republicans, however, want them to stay in place. And the figures also rely on the ""Social Security trust fund"" - the money set aside to cover the swelling costs of retirement pensions - being offset against the main budget deficit.",business
"There is now pressure on Swiss-based Xstrata to increase its takeover offer. A report from investment firm Grant Samuel in WMC defence documents values WMC shares at A$7.17 to A$8.24, against Xstrata's bid of A$6.35 a share. Analysts said the defence documents provided more details on WMC, and may trigger a possible rival bid. ""If a bid is going to emerge it is probably likely in the next one to two weeks,"" said Daiwa Securities analyst Mark Pervan. He said the valuation would put increased pressure on Xstrata to look at ""sweetening"" its offer. Marc Gonsalves, an executive at Xstrata, said: ""We will review the information contained in the target's statement over the next week or so."" He added: ""While we will review the assumptions made by Grant Samuel in detail, we are extremely sceptical of their conclusion, and suggest that WMC shareholders take extreme care in presuming that these optimistic assumptions are capable of being realised.""",business
"The figures support recent data from the government and other bodies which all point to a slowdown in the housing market. On Monday, the Council of Mortgage Lenders, British Bankers Association and Building Societies Association all said mortgage lending was slowing. The figures were published as another survey by property website Rightmove said the average asking price of a home fell by more than Â£600 from Â£190,329 in November to Â£189,733 in December. Around the UK, the Midlands and South saw the biggest price falls, while London prices fell but at less than the national rate. In Scotland, where prices have remained on an upward path, increases were more ""moderate"", RICS added. But the news failed to dent confidence that sales will recover in future, with surveyors at their most optimistic in a year - as new purchase inquiries stabilised despite holding at lower levels. ""Sales usually pick up in the New Year and I am confident this year will be no exception,"" Mr Perry added. Looking ahead, the group is anticipating a quiet start to 2005 with the market picking up in the second half - prompting a 3% rise in prices over the coming 12 months.",business
"People will scratching their heads over this one. Fosters has done a back-flip, said Shawn Burns, a fund manger at Deutsche Asset Management. Southcorp's shares have risen in recent months on speculation that it could become a takeover target. It spent two years in the red, returning to profit in 2004. Consolidation in the wine industry is being driven by Constellation, the world's biggest winemaker. It seized the top spot when it bought Australian firm BRL Hardy for just over $1bn in 2003. Since then, it has paid $1bn for US wine maker Robert Mondavi, bought last month. Fosters' main wine business is Beringer Blass Wine Estate. Its best known brand is Fosters lager, though it makes a clutch of beer brands, and spirits. Analysts were divided on Thursday about whether Fosters was more likely to go for a takeover or merely wanted to take a big enough chunk of Southcorp to prevent it falling to a rival. ""Currently, I think the strategic position is more sensible rather than an outright takeover,"" said one analyst quoted by the Agence France Presse news agency. However, Matt Williams, a fund manager at Perpetual Trustees said taking the stake ""is definitely a precursor to a takeover"".",business
"With the economic picture now looking more rosy, the Fed has implemented quarter percentage point rises in June, August, September and November. Although the US economy grew at an annual rate of 3.9% in the three months to September, analysts warn that Fed has to be careful not to move too aggressively and take the wind out of the recovery's sails. Earlier this month figures showed that job creation is still weak, while consumer confidence is subdued. ""I think the Fed feels it has a fair amount of flexibility,"" said David Berson, chief economist at Fannie Mae. ""While inflation has moved up, it hasn't moved up a lot."" ""If economic growth should subside... the Fed would feel it has the flexibility to pause in its tightening. ""But if economic growth picked up and caused core inflation to rise a little more quickly, I think the Fed would be prepared to tighten more quickly as well.""",business
"After running the company's Australian business in the 1990s, Mr Bell moved to the US in 1999 to run operations in Asia, Africa and the Middle East. In 2001, he took over the reins in Europe, McDonald's second most important market. He became chief operating officer and president in 2002. Mr Bell took over as chief executive after his predecessor as CEO, Jim Cantalupo, died suddenly of a heart attack in April. Having worked closely with Mr Cantalupo, who came out of retirement to turn McDonald's around, Mr Bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion. He had promised not to let the company get ""fat, dumb and happy,"" and, according to Reuters, once told analysts that he would shove a fire hose down the throat of competitors if he saw them drowning. Mr Bell oversaw McDonald's ""I'm lovin' it"" advertising campaign and introduced successes such as McCafe, now the biggest coffee shop brand in Australia and New Zealand. Colleagues said that Mr Bell was proud of his humble beginnings, helping out behind cash tills and clearing tables when visiting restaurants.",business
"Indonesia, Malaysia, Thailand and India have enjoyed strong economic growth in recent years, which should cushion them against reconstruction costs. Although Indonesia's northern province of Aceh suffered the worst death toll, the region's oil and natural gas production facilities ""have survived intact"", the report said. However, it remains too soon to asses the damage to poor people's livelihoods in Aceh because it would depend on how much farm land had been flooded by seawater. ""This is a profoundly tragic event for the region and for the millions who are suffering. But the economies of the affected countries except Sri Lanka and the Maldives should emerge with minimal damage,"" the ADB report said. Some businesses may even gain from the reconstruction efforts, thereby creating jobs. At a meeting in Thailand, ABD president Thadao Chino said he was confident of the country's ""own capabilities to restore normalcy to the affected areas and meet the rehabilitation requirements"". Thailand has said it does not wish to opt for a debt repayment freeze, while India has also rejected international aid, saying it can cope on its own resources. Debt repayment holidays carry the risk of credit ratings downgrades, making it more expensive to borrow money in future. Indonesia, however, is pressing for greater help with its debts than the current freeze would bring. It is one of the world's most indebted countries.",business
"The Securities and Exchange Commission has asked for information about transactions involving holders of 5% or more of the firm's shares. Marsh has said it is co-operating fully with the SEC investigation. Marsh is also the focus of an inquiry the New York attorney-general into whether insurers rigged the market. Since that inquiry was launched in October, Marsh has replaced its chief executive and held a boardroom shake-out to meet criticism by lessening the number of company executives on the board. Prosecutors allege that Marsh - the world's biggest insurance broker - and other US insurance firms may have fixed bids for corporate cover. This is the issue at the heart of the inquiry by New York's top law officer, Eliot Spitzer, and a separate prosecution of five insurers by the State of California. The SEC's investigation into so-called related party transactions includes dealings in the Trident Funds, managed by MMC Capital, the company's private equity firm. Marsh's new chief executive, Michael Cherkasky, is trying to negotiate a settlement with Mr Spitzer. Mr Spitzer has built up a reputation as a fierce critic and campaigner against corporate America's misdeeds.",business
"Mr Tsutsumi's fall from grace follows the arrests of several other top executives in Japan as the authorities try to curb the murky business practices which were once widespread in Japanese companies. His determination to stay at the top at all costs may have had its roots in his childhood. The illegitimate third son of a rich father, who made his money buying up property as Japan rebuilt after World War II, he has described the demands his father made. ""I felt enormous pressure when I dined with him and it was nothing but pain,"" Tsutsumi told a weekly magazine in 1987. ""He scolded me for pouring too much soy sauce or told me fruit was not for children. He didn't let me use the silk futon, saying it's a luxury."" There have been corporate governance issues at some other Japanese companies too. Last year, twelve managers from Mitsubishi Motors were charged with covering up safety defects in their vehicles and three executives from Japan's troubled UFJ bank were charged with concealing the extent of the bank's bad loans.",business
"Although the White House officially still backs the US's traditional ""strong dollar"" policy, it has tacitly indicated that it would be happy if the slide continued. The dollar has fallen by 50% against the euro - as well as by 30% against the yen - in the past three years. The main catalyst, most economists accept, is the large budget deficit on the one hand, and the current account deficit - the difference between the flow of money in and out of the US - on the other. The trade deficit is a large part of the latter. In November, the fall in exports was largely due to a decline in sales of industrial supplies and materials such as chemicals, as well as of cars, consumer goods and food. One small bright spot for US policy-makers was a slight decline in the deficit with China, often blamed for job losses and other economic woes. Although China's overall trade surplus is expanding, according to Chinese government figures, the Commerce Department revealed the US's deficit with China was $19.6bn in November, down from $19.7bn the month before. But the deficit with Japan was at its worst in more than four years.",business
